segment_id,COMET,chrF++,is_bad_source,src_length,length_group_2,length_group_3
108,0.7559794187545776,50.941980974030656,False,92,long,long
109,0.5273467898368835,24.38693043775208,False,37,long,medium
110,0.674880862236023,55.848479196444714,False,91,long,long
111,0.8118677139282227,52.61157042815775,False,63,long,long
112,0.6151641011238098,23.401976275716976,False,16,short,medium
113,0.9066877365112304,54.225238230181525,False,15,short,medium
114,0.5795661211013794,45.476501793740994,False,60,long,long
115,0.6036098003387451,52.428404935409304,False,79,long,long
116,0.590965747833252,58.89214347089866,False,46,long,long
117,0.6733430027961731,66.89808546632729,False,61,long,long
118,0.8375624418258667,61.932917293902655,False,55,long,long
119,0.8630035519599915,53.506569961838494,False,57,long,long
120,0.3510323464870453,16.410142793441707,False,10,short,short
121,0.7534921765327454,56.367431903645326,False,74,long,long
122,0.8055665493011475,47.596808875980315,False,52,long,long
123,0.8929444551467896,45.93970745708893,False,54,long,long
124,0.7786985039710999,57.522639884642736,False,85,long,long
125,0.7886340022087097,56.9345565779233,False,42,long,long
126,0.8302239179611206,56.833666613711095,False,66,long,long
127,0.7851064801216125,55.15942950808011,False,40,long,long
128,0.6106641888618469,22.70947435921077,False,46,long,long
129,0.8912540078163147,58.16139156195046,False,52,long,long
130,0.510569155216217,46.54238356984388,False,20,short,medium
131,0.8823372721672058,47.842665638518554,False,19,short,medium
132,0.4984731376171112,17.17412014544204,False,12,short,short
133,0.7790217995643616,64.3572846504142,False,75,long,long
134,0.8431972861289978,61.15236205989333,False,68,long,long
135,0.8329454064369202,55.28495375818402,False,57,long,long
136,0.6712926626205444,32.76434603271434,False,106,long,long
137,0.8241869807243347,56.73222744120232,False,100,long,long
138,0.853701114654541,63.98060314890392,False,50,long,long
139,0.8244590163230896,51.11920421050715,False,61,long,long
140,0.6743331551551819,22.717624948385488,False,56,long,long
141,0.6219702959060669,29.318093793156898,False,51,long,long
142,0.5876474976539612,41.73939785790067,False,11,short,short
143,0.743439257144928,55.9022457824476,False,74,long,long
144,0.7849120497703552,56.8355983395772,False,53,long,long
145,0.697520911693573,53.66596783533164,False,111,long,long
146,0.7994434833526611,54.396534266564146,False,99,long,long
147,0.8464686274528503,57.83277109718882,False,27,short,medium
148,0.7425845861434937,50.36184024666894,False,44,long,long
149,0.77354496717453,55.84518970098568,False,46,long,long
150,0.4943651854991913,46.12173672564769,False,44,long,long
151,0.6669208407402039,34.034248986907535,False,59,long,long
152,0.7222611308097839,56.777989823063265,False,71,long,long
153,0.7183956503868103,54.38544038962304,False,44,long,long
154,0.4403834044933319,49.31525243624691,False,79,long,long
155,0.3760780990123749,40.72061564139516,False,19,short,medium
156,0.4583596885204315,15.474436999319988,False,15,short,medium
157,0.6018779873847961,51.88298744577161,False,20,short,medium
158,0.5998536944389343,43.214728959277735,False,20,short,medium
159,0.1833561658859253,0.0,False,7,short,short
160,0.8882685303688049,65.61085972850678,False,2,short,short
161,0.8171215653419495,48.31027655860877,False,5,short,short
162,0.4377531111240387,2.757352941176471,False,3,short,short
163,0.4461523592472076,3.500411945827621,False,4,short,short
164,0.4215927720069885,6.726281980893818,False,4,short,short
165,0.4984469711780548,34.56676012678053,False,13,short,medium
166,0.417530208826065,39.43162308300899,False,9,short,short
167,0.431927889585495,13.571654741075644,True,5,short,short
168,0.4137205779552459,6.664284144770785,False,6,short,short
169,0.6773549914360046,20.10799369851094,False,5,short,short
170,0.4612683951854706,40.82262860472016,False,20,short,medium
171,0.4696424901485443,24.85078696214312,False,24,short,medium
172,0.6126435995101929,14.513745387214936,False,17,short,medium
173,0.5609695315361023,31.01548809933502,False,39,long,long
174,0.6567341089248657,51.11704069177174,False,25,short,medium
175,0.8865278363227844,55.64369640325558,False,11,short,short
176,0.6775044202804565,30.4980171278788,False,9,short,short
177,0.6359629034996033,49.94337649135949,False,14,short,medium
178,0.7465221881866455,31.718662270479857,False,16,short,medium
179,0.7871502041816711,44.96069197095821,False,30,short,medium
180,0.4452138245105743,15.008659481332996,False,16,short,medium
181,0.7875822186470032,41.97494394148326,False,27,short,medium
182,0.6276955008506775,42.83837430239025,False,53,long,long
183,0.5244038105010986,5.8951472903685955,False,5,short,short
184,0.649690568447113,44.1933307026436,False,80,long,long
185,0.7103264927864075,35.93678956086863,False,77,long,long
186,0.7099780440330505,43.01646033353275,False,95,long,long
187,0.677082896232605,56.71416777999144,False,79,long,long
188,0.7152248620986938,53.405737187189075,False,11,short,short
189,0.4305553436279297,1.4285714285714286,False,2,short,short
190,0.5138177871704102,17.35907091704213,False,27,short,medium
191,0.7990406155586243,70.31765899522146,False,20,short,medium
192,0.7286688685417175,53.679175259176795,False,20,short,medium
193,0.5754201412200928,49.92108439718238,False,22,short,medium
194,0.4969464838504791,35.95874617095864,False,10,short,short
195,0.551262378692627,25.14935729593805,False,23,short,medium
196,0.7322008013725281,45.48914713078594,False,36,long,medium
197,0.4832585752010345,17.719430237998726,False,14,short,medium
198,0.841972291469574,52.14682556711728,False,27,short,medium
199,0.1143042743206024,0.0,False,19,short,medium
200,0.665529191493988,17.838719419265008,False,18,short,medium
201,0.4492509067058563,19.896166391987215,False,20,short,medium
202,0.8354067206382751,66.92971006686237,False,20,short,medium
203,0.5119524598121643,17.151064703008462,False,25,short,medium
204,0.1078740507364273,0.0,False,7,short,short
205,0.8125478625297546,39.76184315602697,False,22,short,medium
206,0.550844132900238,54.31712857427178,False,20,short,medium
207,0.4359159171581268,13.75788769939312,False,16,short,medium
208,0.4238220751285553,30.2545125223404,False,17,short,medium
209,0.5564934611320496,48.68679146210283,False,8,short,short
210,0.8585816621780396,48.77268092044807,False,18,short,medium
211,0.8247599005699158,61.7780966451768,False,45,long,long
212,0.6371766924858093,44.615001374287864,False,34,long,medium
213,0.4416660666465759,4.088785046728972,False,4,short,short
214,0.397947609424591,16.06984852222878,False,12,short,short
215,0.3540164530277252,36.39206719475331,False,9,short,short
216,0.3786101341247558,17.30706597953761,False,6,short,short
217,0.3942570388317108,7.971730362300816,False,4,short,short
218,0.6714771389961243,29.435972724468503,False,8,short,short
219,0.4166244566440582,14.887717092573988,False,7,short,short
220,0.350551575422287,27.68865351470369,False,11,short,short
221,0.8591436743736267,56.42625261783204,False,7,short,short
222,0.8260682821273804,26.397443182667907,False,9,short,short
223,0.3338692188262939,1.849440289706212,False,5,short,short
224,0.5182245969772339,30.42559783936395,False,13,short,medium
225,0.4528226554393768,22.69296267649581,False,22,short,medium
226,0.6088609099388123,46.507950978668475,False,9,short,short
227,0.6015205979347229,22.540330028849525,False,11,short,short
228,0.4230729043483734,3.2181015495189147,False,4,short,short
229,0.815072238445282,64.91939382442635,False,16,short,medium
230,0.8998727202415466,82.9299409621138,False,2,short,short
231,0.5659745931625366,18.466049131458178,False,3,short,short
232,0.5640056133270264,10.01919096146572,False,8,short,short
233,0.4821718037128448,2.604166666666667,False,6,short,short
234,0.7588235139846802,46.08558429312942,False,29,short,medium
235,0.7542919516563416,53.07241622124099,False,51,long,long
236,0.4892291128635406,28.623330882897907,False,29,short,medium
237,0.8744569420814514,50.821665410987315,False,36,long,medium
238,0.7301108241081238,32.076958995695,False,39,long,long
239,0.521705687046051,36.99837708995214,False,37,long,medium
240,0.8194389343261719,54.14577010444573,False,12,short,short
241,0.3730582296848297,7.616434616869931,False,13,short,medium
242,0.5255248546600342,46.48210096481254,False,27,short,medium
243,0.747264564037323,57.40728468990566,False,56,long,long
244,0.4054584503173828,35.145437436474495,False,29,short,medium
245,0.5519220232963562,46.030844179495496,False,37,long,medium
246,0.4346804618835449,26.4265935886137,False,24,short,medium
247,0.6743742227554321,50.05261006323782,False,61,long,long
248,0.6351271867752075,46.49005228364042,False,25,short,medium
249,0.3994605243206024,5.726511456743554,False,13,short,medium
250,0.5802268385887146,42.89943892261717,False,18,short,medium
251,0.5203796625137329,39.82905661476269,False,24,short,medium
252,0.3903415203094482,22.353140710103293,False,13,short,medium
253,0.4424872100353241,26.0708484747348,False,15,short,medium
254,0.4508033990859985,19.46529102964233,False,1,short,short
255,0.5530790686607361,22.796572185877555,False,20,short,medium
256,0.3961319327354431,17.4173453602653,False,11,short,short
257,0.4518318176269531,0.0,True,1,short,short
258,0.4647442102432251,29.558738270564568,False,16,short,medium
259,0.3643766045570373,11.322653598434274,False,8,short,short
260,0.7873020172119141,28.711260456994747,False,9,short,short
261,0.4405533373355865,22.40436303479468,False,18,short,medium
262,0.4518318176269531,0.0,True,1,short,short
263,0.3693346679210663,14.77907881705493,False,14,short,medium
264,0.4491517841815948,29.71580609519289,False,6,short,short
265,0.3244541585445404,3.938672522935601,True,1,short,short
266,0.6812177300453186,42.96664814755015,False,11,short,short
267,0.4518318176269531,0.0,True,1,short,short
268,0.5608540177345276,38.73935946583353,False,18,short,medium
269,0.5970605611801147,54.76279717485474,False,23,short,medium
270,0.3809212744235992,3.358748886910062,False,9,short,short
271,0.5437712073326111,34.51584656552674,False,7,short,short
272,0.8224135041236877,53.644552500669185,False,43,long,long
273,0.1208184957504272,0.0,False,7,short,short
274,0.8303905129432678,45.12486818901403,False,38,long,long
275,0.9129074215888976,51.93215692985584,False,4,short,short
276,0.5944816470146179,16.349348461302316,False,45,long,long
277,0.8248977065086365,53.6647422119123,False,28,short,medium
278,0.565779983997345,36.26738546500877,False,4,short,short
279,0.3923468887805938,13.048230043451476,False,8,short,short
280,0.4442372024059295,13.741212469323909,False,4,short,short
281,0.3867960274219513,23.13502185090841,False,10,short,short
282,0.8108172416687012,42.24288316578002,False,22,short,medium
283,0.3890938460826874,23.986419254261932,False,9,short,short
284,0.7096231579780579,36.226201293325666,False,34,long,medium
285,0.7695726752281189,35.0165825420583,False,26,short,medium
286,0.4215674698352813,9.033580900067705,False,2,short,short
287,0.5260522365570068,34.22854666306124,False,17,short,medium
288,0.4745655953884125,0.0,True,1,short,short
289,0.3088591992855072,7.223811059321855,False,3,short,short
290,0.3986939191818237,10.824519218796866,False,19,short,medium
291,0.4735993444919586,34.444419510922465,False,7,short,short
292,0.5569259524345398,37.12352059175889,False,29,short,medium
293,0.4727914929389953,0.0,True,1,short,short
294,0.2231489419937133,11.191724421263268,False,8,short,short
295,0.686910092830658,44.60248540446676,False,16,short,medium
296,0.9498587250709534,89.50934424922755,False,7,short,short
297,0.460621029138565,10.983966431202685,False,6,short,short
298,0.8939632773399353,58.24122846663554,False,15,short,medium
299,0.6324881911277771,5.296610169491524,False,5,short,short
300,0.7808607220649719,50.245486679535745,False,11,short,short
301,0.6119131445884705,35.97303171935397,False,12,short,short
302,0.5682942867279053,56.82373582326663,False,17,short,medium
303,0.8489235639572144,48.50141535679867,False,23,short,medium
304,0.9478946924209596,90.95930522450072,False,9,short,short
305,0.3675757348537445,29.911564816866576,False,25,short,medium
306,0.346282958984375,22.96374775973203,False,21,short,medium
307,0.7236788868904114,54.07437682411231,False,51,long,long
308,0.4837115108966827,21.090141973101947,False,8,short,short
309,0.4341404736042022,13.774213834786234,True,1,short,short
310,0.7320807576179504,20.48568423298919,False,9,short,short
311,0.6548858284950256,38.82534586781946,False,40,long,long
312,0.3692660629749298,12.168646575185177,True,1,short,short
313,0.8313394784927368,70.08106482290172,False,12,short,short
314,0.3640062510967254,11.395055607534347,False,4,short,short
315,0.363547146320343,18.672879455941867,False,14,short,medium
316,0.4060200750827789,21.76464812762086,False,19,short,medium
317,0.8076178431510925,50.61393100752778,False,15,short,medium
318,0.4545601904392242,11.867742669500876,False,7,short,short
319,0.4365750849246979,18.083363717576937,False,17,short,medium
320,0.3886092603206634,14.47693966401959,False,11,short,short
321,0.4878484904766083,24.311131169500367,False,25,short,medium
322,0.4417355954647064,16.00914501024485,False,13,short,medium
323,0.4276489317417145,23.80799280779583,False,24,short,medium
324,0.6769030690193176,36.60490120466851,False,35,long,medium
325,0.491434246301651,54.96959523671511,False,22,short,medium
326,0.5766880512237549,13.367409029548469,False,15,short,medium
327,0.5370509624481201,20.875854916603092,False,17,short,medium
328,0.4145276248455047,5.6367179396852505,False,13,short,medium
329,0.4394814968109131,24.765769300802067,False,13,short,medium
330,0.8690791726112366,53.986443968266414,False,32,short,medium
331,0.8521935939788818,25.221316427625485,False,9,short,short
332,0.4024460017681122,19.415998829728583,False,25,short,medium
333,0.5505027174949646,30.655452792377204,False,24,short,medium
334,0.6659364104270935,42.73046294191107,False,20,short,medium
335,0.7588049173355103,35.57572379246559,False,14,short,medium
336,0.345633327960968,32.39818318928266,False,14,short,medium
337,0.5202445387840271,74.59722631510373,False,7,short,short
338,0.8007540106773376,44.48851965847338,False,18,short,medium
339,0.3672184646129608,14.251343620757792,False,11,short,short
340,0.9128584861755372,49.587443606684296,False,16,short,medium
341,0.3703802824020386,11.300857888068064,False,5,short,short
342,0.7106537222862244,19.953880813746824,False,4,short,short
343,0.4850720465183258,25.73209503748149,False,21,short,medium
344,0.6279851794242859,9.134363264201374,False,4,short,short
345,0.6913407444953918,63.74565237213492,False,4,short,short
346,0.4174741804599762,7.22308447446154,False,1,short,short
347,0.5125455260276794,40.8407657406624,False,19,short,medium
348,0.3925959467887878,11.742189598359634,False,12,short,short
349,0.4416956007480621,3.4562211981566815,False,2,short,short
350,0.4887968897819519,25.38781389104695,False,4,short,short
351,0.8220557570457458,58.736112070507914,False,22,short,medium
352,0.5886812806129456,44.42796849071473,False,11,short,short
353,0.5136120915412903,26.411350945307344,False,12,short,short
354,0.3771235346794128,25.768493511694775,False,7,short,short
355,0.4535464942455292,19.734654570559396,False,9,short,short
356,0.4071563184261322,12.458465067006363,False,18,short,medium
357,0.4750339984893799,8.338424277757793,False,7,short,short
358,0.5426189303398132,38.072765478152256,False,31,short,medium
359,0.8597081303596497,44.51655638010458,False,29,short,medium
360,0.8311201930046082,58.46617528834849,False,19,short,medium
361,0.588766872882843,14.520406347700366,False,16,short,medium
362,0.7534853219985962,17.557883508401268,False,3,short,short
363,0.4200895130634308,30.380591744593804,False,11,short,short
364,0.4726101458072662,18.646607334171147,False,14,short,medium
365,0.561869204044342,13.474656154582624,False,8,short,short
366,0.837548017501831,56.41483519409363,False,16,short,medium
367,0.4697872698307037,29.50988501184891,False,24,short,medium
368,0.8497002720832825,55.17951262016487,False,24,short,medium
369,0.4546869695186615,6.84691011235955,False,4,short,short
370,0.7918461561203003,38.31517743005842,False,12,short,short
371,0.6178000569343567,30.157073545253223,False,16,short,medium
372,0.8392398357391357,65.18916033737335,False,16,short,medium
373,0.6302193999290466,21.555092119052865,False,11,short,short
374,0.3447395861148834,5.196501654241949,False,4,short,short
375,0.4993307292461395,34.3957796259904,False,14,short,medium
376,0.52884441614151,31.03477861423029,False,27,short,medium
377,0.3234038054943084,11.418853212291737,False,4,short,short
378,0.405606597661972,11.10502218715816,False,4,short,short
379,0.5157008171081543,62.942525438969,False,9,short,short
380,0.4729057848453522,11.871677783265346,False,13,short,medium
381,0.3704376518726349,30.19670023101,False,10,short,short
382,0.3556455075740814,17.03178626935452,False,12,short,short
383,0.5646980404853821,11.175296491768812,False,11,short,short
384,0.3015647530555725,12.094013237842882,False,7,short,short
385,0.4368967115879059,23.5826727990112,False,10,short,short
386,0.7933287024497986,54.8483040718301,False,19,short,medium
387,0.463751882314682,0.0,True,1,short,short
388,0.7712548971176147,60.466578948247374,False,5,short,short
389,0.4344770610332489,12.904067813248576,False,14,short,medium
390,0.3779181540012359,18.42783871614401,False,6,short,short
391,0.4827693998813629,21.245816248929657,False,22,short,medium
392,0.8446961045265198,42.65411276166287,False,8,short,short
393,0.5393636226654053,35.24723030257497,False,28,short,medium
394,0.4319697618484497,20.49851519510372,False,17,short,medium
395,0.457880824804306,9.717316980882078,False,5,short,short
396,0.7952614426612854,40.67162228442976,False,6,short,short
397,0.8008601665496826,56.95735792209845,False,15,short,medium
398,0.6448484063148499,46.23797577599551,False,21,short,medium
399,0.7909376621246338,59.2857590052646,False,32,short,medium
400,0.1344216018915176,0.0,False,21,short,medium
401,0.799982488155365,45.92156655826953,False,23,short,medium
402,0.4658521115779876,22.81941221182752,False,27,short,medium
403,0.6612721085548401,45.21583709399587,False,38,long,long
404,0.6553569436073303,42.08307011055483,False,10,short,short
405,0.4745986461639404,0.0,True,1,short,short
406,0.4859402477741241,10.891772251108003,False,6,short,short
407,0.4665643572807312,35.79818475321021,False,6,short,short
408,0.528876006603241,41.03747254044141,False,6,short,short
409,0.5980893969535828,59.50543981447123,False,14,short,medium
410,0.337155669927597,22.200774346537695,False,8,short,short
411,0.5252313017845154,23.503616929910013,False,13,short,medium
412,0.5620350241661072,47.96139364022565,False,26,short,medium
413,0.6305773854255676,45.479971152100816,False,16,short,medium
414,0.4075673222541809,2.1050916756457085,False,6,short,short
415,0.4643952250480652,3.813435535028658,False,5,short,short
416,0.492268294095993,31.999228543381765,False,9,short,short
417,0.4771865904331207,13.23792651499337,False,32,short,medium
418,0.3093502521514892,18.88697527123097,False,14,short,medium
419,0.7219772934913635,49.58048369857291,False,49,long,long
420,0.5222293138504028,28.66510086620899,False,20,short,medium
421,0.4570902287960052,38.34078947711831,False,19,short,medium
422,0.8457393050193787,56.49475170097736,False,32,short,medium
423,0.5940983891487122,32.190196799725875,False,27,short,medium
424,0.7053489685058594,39.421052557457095,False,45,long,long
425,0.7126197218894958,61.65003344756692,False,73,long,long
426,0.3739849328994751,0.0,True,1,short,short
427,0.9887802004814148,100.0,False,7,short,short
428,0.6145371794700623,42.62499199092823,False,50,long,long
429,0.5335277915000916,10.372024111045947,False,3,short,short
430,0.390773743391037,14.521787887449848,False,5,short,short
431,0.9183563590049744,64.60383091017127,False,18,short,medium
432,0.4981844127178192,51.4292572440789,False,17,short,medium
433,0.7431781888008118,51.88179178045102,False,22,short,medium
434,0.556168794631958,45.24590627833963,False,23,short,medium
435,0.3852201998233795,0.0,True,1,short,short
436,0.461899995803833,0.0,True,1,short,short
437,0.6660506725311279,43.62890346519078,False,37,long,medium
438,0.8974467515945435,11.76661912767091,True,2,short,short
439,0.9174611568450928,50.23371923521864,False,10,short,short
440,0.6562162637710571,48.00370069037438,False,58,long,long
441,0.8125025629997253,35.94236724716649,False,17,short,medium
442,0.7548475861549377,51.99374548305035,False,26,short,medium
443,0.8523291945457458,54.92446171064772,False,34,long,medium
444,0.8832663893699646,69.16996785551609,False,8,short,short
445,0.922156035900116,15.939485381199905,True,4,short,short
446,0.9181433320045472,36.85813588805778,False,10,short,short
447,0.9158027172088624,15.939485381199905,True,4,short,short
448,0.5234354138374329,12.265231897555145,False,17,short,medium
449,0.461899995803833,0.0,True,1,short,short
450,0.857714831829071,44.04032068620983,False,19,short,medium
451,0.9174847602844238,14.566101985205254,True,3,short,short
452,0.5591946840286255,43.89549735841961,False,27,short,medium
453,0.4610600173473358,10.39050007204743,False,12,short,short
454,0.509746789932251,10.810121014141094,False,4,short,short
455,0.6392006874084473,17.366215706106864,False,10,short,short
456,0.609282374382019,41.889779651595774,False,38,long,long
457,0.3882381319999695,9.891823356313555,False,14,short,medium
458,0.5411678552627563,20.807827348248935,False,9,short,short
459,0.364728718996048,11.380773691326723,False,14,short,medium
460,0.4189153909683227,28.22173112085622,False,17,short,medium
461,0.8270958065986633,57.33169267556,False,17,short,medium
462,0.4197461009025574,11.211437213496485,False,14,short,medium
463,0.6512768864631653,41.318250923617704,False,26,short,medium
464,0.4683701395988464,20.123005202283075,False,50,long,long
465,0.5186643600463867,27.323168229891458,False,11,short,short
466,0.3294409215450287,11.61110369689081,False,4,short,short
467,0.5321066975593567,40.171588321356744,False,35,long,medium
468,0.6071116328239441,41.793910328105454,False,22,short,medium
469,0.4633604288101196,32.64492490862025,False,30,short,medium
470,0.9236820340156556,41.78801005180104,False,11,short,short
471,0.3946413099765777,16.7524905093468,False,14,short,medium
472,0.407294362783432,1.281418899964467,False,1,short,short
473,0.4615627229213714,23.101093950439765,False,27,short,medium
474,0.9511601328849792,98.17767772906288,True,2,short,short
475,0.6212271451950073,71.0841878255762,False,29,short,medium
476,0.8507681488990784,56.18418825065042,False,20,short,medium
477,0.4594815671443939,22.35094653061224,False,15,short,medium
478,0.7483355402946472,30.35248585677438,False,18,short,medium
479,0.6219013333320618,27.451486308659277,False,8,short,short
480,0.6180568337440491,46.1871176240669,False,17,short,medium
481,0.5595825910568237,33.56002308744007,False,20,short,medium
482,0.3268907368183136,10.787684764564103,False,7,short,short
483,0.3246939778327942,37.030062598064355,False,26,short,medium
484,0.499895840883255,5.332480136511491,False,2,short,short
485,0.6515007019042969,39.19170977113619,False,28,short,medium
486,0.4360318183898926,35.54409231324793,False,6,short,short
487,0.4756481349468231,39.71373695427591,False,17,short,medium
488,0.8156006932258606,68.47789734444353,False,8,short,short
489,0.7383355498313904,24.069452111297444,False,7,short,short
490,0.3342546820640564,24.18907119148182,False,13,short,medium
491,0.4710297584533691,17.723009605805107,False,21,short,medium
492,0.6807355284690857,30.143536948045885,False,16,short,medium
493,0.3791839182376861,31.288382902579293,False,6,short,short
494,0.7962124943733215,42.42203022959225,False,16,short,medium
495,0.4527569413185119,24.764551314483366,False,9,short,short
496,0.4056749045848846,22.538707662782777,False,14,short,medium
497,0.4789469540119171,5.523989898989899,False,3,short,short
498,0.6991494297981262,26.956987265891534,False,21,short,medium
499,0.6750914454460144,38.940495652912254,False,30,short,medium
500,0.7465669512748718,37.35528225132453,False,18,short,medium
501,0.7797158360481262,38.71188744272593,False,24,short,medium
502,0.4636173546314239,13.153516663465425,False,10,short,short
503,0.716141402721405,37.72480553197495,False,19,short,medium
504,0.8153474926948547,77.86090485877749,True,1,short,short
505,0.5438897013664246,43.330877132583424,False,34,long,medium
506,0.491202563047409,30.645328657550177,False,15,short,medium
507,0.3933141529560089,31.503175019932183,False,14,short,medium
508,0.8202106356620789,35.28994502560316,False,5,short,short
509,0.7932990789413452,41.70402731550833,False,31,short,medium
510,0.3258714377880096,12.890795828099115,False,10,short,short
511,0.4313985407352447,30.14319622750392,False,6,short,short
512,0.3843966126441955,38.365515914998554,False,8,short,short
